num,reg,pos,loc,res,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
61,3,10, 1055838,SDC, 706, 148, 8562, 0, 5823, 2696, 1, 464, 694, 0, 195, 33234, 392, 3, 42, 7276, 333, 447, 5, 13619, 9720, 19479, 0, 0, 25, 4763, 4956, 8481, 42, 0, 0, 18, 20, 158, 3, 34269, 25675, 28959, 2, 0, 0, 384
62,8,4, 1059277,benign, 815, 149, 8575, 0, 5830, 2693, 2, 464, 699, 0, 197, 34293, 397, 3, 41, 8080, 330, 445, 5, 13822, 9852, 19507, 0, 0, 25, 4786, 4850, 8484, 42, 0, 0, 18, 20, 158, 3, 34920, 25720, 28995, 2, 0, 0, 386
63,2,9, 1060215,benign, 511, 149, 8564, 0, 5830, 2694, 4, 464, 699, 0, 189, 33452, 397, 3, 40, 7047, 325, 441, 5, 13238, 9158, 19530, 0, 0, 25, 4453, 5160, 8474, 34, 0, 0, 18, 20, 166, 4, 33832, 25287, 28619, 2, 0, 0, 319
64,0,21, 1052269,benign, 597, 149, 8566, 0, 5824, 2689, 5, 464, 699, 0, 198, 33601, 397, 3, 42, 6803, 290, 442, 5, 13163, 9173, 19517, 0, 0, 25, 4717, 4891, 8488, 42, 0, 0, 18, 20, 160, 3, 33943, 25643, 29136, 2, 0, 0, 319
65,10,22, 1052994,benign, 624, 147, 8572, 0, 5824, 2691, 2, 464, 699, 0, 195, 33499, 397, 3, 41, 6729, 289, 502, 5, 13450, 9441, 19493, 0, 0, 25, 5028, 4693, 8491, 42, 0, 0, 18, 20, 160, 3, 34066, 25355, 28653, 2, 0, 0, 378
66,1,15, 1050444,SDC, 515, 146, 8553, 5, 5820, 2687, 1, 464, 694, 0, 196, 32987, 392, 3, 42, 6725, 325, 446, 5, 13299, 9319, 19470, 0, 0, 25, 4757, 4962, 8487, 42, 0, 0, 18, 20, 158, 3, 33815, 24958, 28259, 2, 0, 0, 318
67,3,3, 1053338,SDC, 630, 147, 8552, 0, 5823, 2695, 2, 464, 694, 0, 199, 33818, 392, 3, 41, 6816, 317, 453, 5, 13173, 9256, 19498, 0, 0, 25, 4708, 4878, 8482, 42, 0, 0, 18, 20, 158, 3, 33911, 25604, 29099, 2, 0, 0, 321
68,9,27, 1050621,benign, 543, 149, 8549, 0, 5824, 2691, 3, 464, 699, 0, 195, 33131, 397, 3, 44, 7011, 322, 442, 5, 13497, 9431, 19499, 0, 0, 25, 4714, 4884, 8483, 42, 0, 0, 18, 20, 347, 3, 33907, 25097, 28377, 2, 0, 0, 439
69,10,29, 1059738,benign, 513, 146, 8560, 0, 5824, 2689, 1, 464, 699, 0, 189, 33077, 397, 3, 40, 6877, 322, 444, 5, 13045, 9024, 19516, 0, 0, 25, 4523, 5242, 8482, 42, 0, 0, 18, 20, 167, 3, 33947, 25378, 28718, 2, 0, 0, 317
70,0,31, 1059262,benign, 815, 148, 8574, 0, 5828, 2691, 2, 464, 699, 0, 202, 33846, 397, 3, 42, 7304, 339, 569, 5, 14134, 10194, 19566, 0, 0, 25, 4713, 4892, 8482, 41, 0, 0, 18, 20, 157, 4, 34881, 25671, 28949, 2, 0, 0, 320
71,8,16, 1056774,benign, 730, 149, 8569, 0, 5824, 2690, 2, 464, 699, 0, 198, 34506, 397, 3, 42, 7306, 330, 503, 5, 13670, 9694, 19510, 0, 0, 25, 4716, 4885, 8473, 42, 0, 0, 18, 20, 166, 3, 34528, 25767, 29042, 2, 0, 0, 319
72,5,7, 1054329,benign, 662, 149, 8561, 0, 5824, 2688, 1, 464, 699, 0, 193, 33382, 397, 3, 43, 7238, 300, 444, 5, 13863, 9866, 19496, 0, 0, 25, 4712, 4893, 8481, 42, 0, 0, 18, 20, 158, 4, 34411, 25380, 28643, 2, 0, 0, 317
73,8,6, 1054818,benign, 674, 146, 8569, 0, 5825, 2692, 2, 464, 699, 0, 203, 33952, 397, 3, 43, 7095, 290, 442, 5, 13276, 9282, 19500, 0, 0, 25, 4716, 4881, 8481, 42, 0, 0, 18, 20, 157, 2, 34740, 25759, 29053, 2, 0, 0, 317
74,9,16, 1057342,benign, 748, 150, 8585, 0, 5824, 2687, 1, 464, 699, 0, 200, 34190, 397, 3, 41, 7418, 356, 504, 5, 13817, 9850, 19507, 0, 0, 25, 4735, 4874, 8489, 42, 0, 0, 18, 20, 158, 4, 34917, 25827, 29158, 2, 0, 0, 319
75,6,11, 1050357,benign, 544, 148, 8555, 0, 5830, 2688, 1, 464, 699, 0, 202, 33420, 397, 3, 41, 7041, 316, 445, 5, 13516, 9571, 19501, 0, 0, 25, 4945, 4662, 8487, 42, 0, 0, 18, 20, 159, 3, 33971, 25389, 28695, 2, 0, 0, 317
76,1,5, 1053590,benign, 640, 148, 8562, 0, 5826, 2693, 2, 464, 699, 0, 199, 33704, 397, 3, 41, 7233, 350, 443, 5, 13319, 9218, 19494, 0, 0, 25, 4715, 4889, 8485, 42, 0, 0, 18, 20, 168, 3, 34462, 25326, 28734, 2, 0, 0, 442
77,0,21, 1058864,benign, 778, 148, 8576, 4, 5824, 2690, 2, 464, 700, 0, 196, 34179, 397, 3, 42, 7975, 296, 449, 5, 13872, 9896, 19478, 0, 0, 25, 4747, 4895, 8483, 42, 0, 0, 18, 20, 157, 3, 34361, 26022, 29444, 2, 0, 0, 317
78,10,6, 1057502,benign, 759, 149, 8574, 0, 5826, 2689, 3, 464, 699, 0, 197, 34044, 397, 3, 42, 7361, 570, 456, 5, 13988, 9783, 19502, 0, 0, 25, 4715, 4884, 8486, 42, 0, 0, 18, 20, 158, 3, 34418, 25842, 29130, 2, 0, 0, 319
79,8,4, 1052034,benign, 588, 146, 8558, 0, 5824, 2688, 2, 464, 699, 0, 201, 33399, 397, 3, 41, 6652, 291, 519, 5, 13496, 9558, 19503, 0, 0, 25, 4854, 4879, 8480, 42, 0, 0, 18, 20, 158, 3, 34081, 25777, 29069, 2, 0, 0, 319
80,5,14, 1055845,benign, 710, 146, 8578, 0, 5832, 2686, 2, 464, 699, 0, 198, 33853, 397, 3, 42, 7445, 334, 443, 5, 13941, 9945, 19499, 0, 0, 25, 4716, 4880, 8486, 42, 0, 0, 18, 20, 160, 3, 33975, 26092, 29369, 2, 0, 0, 323
81,4,0, 1052481,benign, 599, 148, 8568, 1, 5829, 2694, 2, 464, 699, 0, 201, 34056, 397, 3, 40, 7189, 339, 515, 5, 14016, 10020, 19546, 0, 0, 25, 4732, 4870, 8487, 42, 0, 0, 18, 20, 173, 3, 34623, 25691, 28984, 2, 0, 0, 446
82,9,13, 1056966,benign, 742, 148, 8574, 0, 5826, 2692, 1, 464, 699, 0, 198, 34225, 397, 3, 43, 7618, 312, 545, 5, 14130, 10122, 19543, 0, 0, 25, 4796, 4932, 8484, 42, 0, 0, 18, 20, 160, 3, 34514, 25615, 28911, 2, 0, 0, 378
