num,reg,pos,loc,res,1,3,4,5,6,7,10,12,13,15,16,17,18,23,80,96,97,98,101,102,103,104,108,109,110,112,113,114,115,118,119,120,129,131,133,138,139,140,142,144,145,146
9,0,13, 1055724,benign, 645, 23, 8809, 4, 5567, 2237, 41, 350, 539, 0, 167, 33417, 405, 417, 36, 7087, 269, 2, 2, 11544, 9434, 18749, 146, 179, 144, 6065, 5204, 7750, 42, 35, 29, 8, 2, 1, 0, 25472, 28838, 31070, 2, 143, 195, 239
10,2,29, 1054633,benign, 635, 23, 8802, 0, 5573, 2243, 42, 350, 539, 0, 165, 33691, 405, 371, 35, 7220, 273, 1, 4, 12132, 9886, 18777, 129, 164, 142, 5538, 5723, 7755, 42, 35, 29, 9, 3, 1, 0, 25410, 28641, 30873, 2, 143, 195, 239
11,6,21, 1052901,benign, 581, 22, 8821, 0, 5571, 2244, 42, 350, 539, 0, 172, 33682, 405, 387, 35, 6943, 261, 1, 3, 11102, 8987, 18782, 137, 172, 142, 5553, 5713, 7749, 40, 35, 29, 8, 5, 2, 0, 25640, 29080, 31329, 2, 162, 215, 259
12,8,18, 1050410,benign, 499, 22, 8805, 0, 5568, 2236, 41, 350, 539, 0, 162, 33252, 405, 432, 35, 6456, 328, 0, 3, 11595, 9399, 18720, 145, 178, 144, 5530, 5738, 7771, 42, 35, 29, 8, 3, 2, 0, 25603, 28779, 31011, 2, 180, 232, 276
13,5,15, 1050388,benign, 476, 22, 8809, 4, 5569, 2238, 41, 350, 539, 0, 159, 33432, 405, 378, 35, 6347, 522, 2, 3, 11798, 9552, 18739, 206, 241, 139, 5770, 5508, 7754, 42, 35, 29, 8, 4, 7, 0, 25154, 28634, 30861, 2, 177, 229, 273
14,0,25, 1056745,benign, 702, 22, 8838, 0, 5569, 2241, 41, 350, 539, 0, 159, 33610, 405, 433, 35, 7109, 334, 1, 2, 11840, 9757, 18779, 132, 167, 142, 5799, 5460, 7769, 42, 36, 28, 8, 4, 2, 0, 26074, 29242, 31507, 2, 156, 208, 252
15,0,8, 1056919,benign, 695, 22, 8812, 0, 5568, 2238, 42, 350, 539, 0, 161, 33639, 405, 406, 36, 7080, 235, 1, 3, 11842, 9726, 18768, 137, 172, 142, 5821, 5443, 7755, 42, 35, 29, 8, 4, 1, 0, 25879, 29098, 31325, 2, 195, 247, 291
16,6,16, 1050947,benign, 522, 22, 8833, 0, 5570, 2240, 41, 350, 539, 0, 161, 33586, 405, 379, 37, 6427, 276, 1, 3, 11470, 9338, 18764, 130, 165, 142, 5557, 5711, 7748, 42, 34, 29, 8, 3, 8, 0, 25409, 28610, 30882, 2, 165, 218, 262
17,9,2, 1057832,benign, 710, 22, 8840, 4, 5570, 2243, 42, 350, 539, 0, 159, 33581, 405, 371, 35, 7284, 478, 2, 3, 12044, 9889, 18737, 122, 157, 142, 5807, 5454, 7750, 42, 35, 31, 8, 3, 0, 0, 25728, 28975, 31223, 2, 142, 194, 238
18,7,30, 1053898,benign, 611, 24, 8817, 0, 5573, 2238, 41, 350, 539, 0, 169, 33636, 405, 408, 36, 6603, 244, 1, 2, 12037, 9978, 18754, 139, 174, 142, 5787, 5471, 7752, 42, 35, 31, 8, 4, 0, 0, 25555, 28767, 30987, 2, 183, 235, 279
19,4,31, 1051745,benign, 546, 22, 8826, 0, 5567, 2243, 41, 350, 539, 0, 165, 33673, 405, 378, 34, 6423, 405, 0, 2, 12031, 9773, 18741, 131, 166, 142, 6062, 5213, 7754, 42, 35, 29, 8, 3, 2, 0, 25614, 28979, 31212, 2, 322, 374, 418
20,10,26, 1052899,benign, 583, 22, 8814, 0, 5573, 2239, 41, 350, 539, 0, 160, 33250, 405, 384, 36, 6426, 254, 1, 4, 11789, 9599, 18759, 135, 170, 142, 5567, 5707, 7756, 42, 35, 29, 8, 4, 7, 0, 25975, 29129, 31349, 2, 154, 206, 250
21,8,16, 1059591,benign, 485, 22, 8794, 0, 5569, 2234, 41, 350, 539, 0, 166, 33174, 405, 421, 35, 6127, 304, 0, 2, 11440, 9276, 18740, 130, 165, 142, 5278, 5985, 7751, 36, 35, 29, 8, 4, 14, 0, 25074, 28327, 30586, 2, 150, 202, 246
22,7,29, 1059772,benign, 455, 21, 8793, 4, 5569, 2237, 41, 350, 539, 0, 160, 33134, 405, 418, 34, 6094, 263, 22, 4, 11008, 8979, 18743, 165, 199, 142, 5548, 5738, 7761, 42, 35, 29, 8, 4, 14, 0, 24822, 28091, 30326, 2, 158, 210, 254
23,5,5, 1059656,benign, 458, 22, 8789, 4, 5567, 2237, 42, 350, 539, 0, 153, 32987, 405, 370, 33, 6277, 340, 0, 1, 11231, 9054, 18720, 142, 175, 144, 5277, 5995, 7746, 42, 36, 28, 9, 4, 4, 0, 25045, 28246, 30479, 2, 142, 194, 238
24,0,29, 1050076,benign, 466, 22, 8830, 4, 5568, 2238, 41, 350, 539, 0, 160, 33115, 405, 385, 36, 6539, 264, 14, 2, 11288, 9127, 18750, 154, 189, 142, 5793, 5482, 7755, 41, 35, 29, 8, 5, 1, 1, 25217, 28736, 30956, 2, 186, 240, 284
25,5,23, 1059825,benign, 785, 22, 8840, 0, 5566, 2234, 41, 350, 539, 0, 158, 33965, 405, 402, 36, 7621, 264, 1, 4, 12007, 9941, 18731, 132, 167, 142, 5269, 5995, 7752, 42, 35, 29, 8, 3, 1, 0, 25704, 29114, 31381, 2, 142, 194, 238
26,1,19, 1050355,benign, 502, 22, 8800, 0, 5568, 2239, 41, 350, 539, 0, 166, 33385, 405, 430, 36, 6243, 396, 1, 2, 11639, 9491, 18799, 134, 169, 142, 5590, 5668, 7752, 42, 35, 29, 8, 4, 8, 1, 25261, 28685, 30904, 2, 142, 194, 238
27,9,13, 1055377,benign, 664, 22, 8810, 0, 5569, 2244, 41, 350, 539, 0, 169, 33318, 405, 386, 36, 6724, 252, 7, 2, 12031, 9861, 18749, 160, 194, 142, 5812, 5461, 7768, 42, 35, 29, 8, 2, 2, 0, 25404, 28686, 30924, 2, 150, 202, 246
28,0,6, 1056709,benign, 704, 23, 8818, 0, 5569, 2241, 41, 351, 539, 0, 167, 33901, 405, 370, 36, 6931, 296, 122, 3, 12085, 9880, 18741, 160, 195, 142, 5810, 5472, 7754, 42, 35, 29, 8, 4, 2, 0, 25878, 29216, 31466, 2, 189, 243, 287
